Revision,gcid1,gcid2,classid,co_change_count,gcid1_independent_change_count,gcid2_independent_change_count,same_file,same_author,same_method,similarity,clone_type,nlines1,nlines2,depth,class_size,is_spcp,weighted_coupling_strength,last_co_change_age,last_solo_change_age,coupling_trend,wcs_recent,solo_events_after_last_cochange,noc1,noc2,file_age1,file_age2,churn1,churn2,distinct_authors1,distinct_authors2,major_author_prop1,major_author_prop2,minor_author_count1,minor_author_count2,wies,will_independently_evolve
736,1121,1286,87,0,1,8,0,1,0,100,Type3,13,5,1,16,0,0.0000,-1,0,0.0000,0.0000,14,1,54,201,291,64,2591,1,2,1.0000,0.9630,0,1,1.0000,1
736,1185,1285,9,1,1,7,0,1,0,75,Type3,5,5,1,19,0,0.1431,5,0,0.2677,0.4626,1,10,19,167,95,338,980,2,2,0.9000,0.9474,0,0,0.8569,1
736,1186,1285,9,1,1,7,0,1,0,75,Type3,5,5,1,19,0,0.1431,5,0,0.2677,0.4626,1,10,19,167,95,338,980,2,2,0.9000,0.9474,0,0,0.8569,1
736,1193,1283,74,0,0,5,0,1,0,75,Type3,5,5,1,33,0,0.0000,-1,0,0.0000,0.0000,5,0,22,406,293,0,1425,0,1,0.0000,1.0000,0,0,1.0000,1
736,1194,1286,87,0,0,8,0,1,0,75,Type3,5,5,1,16,0,0.0000,-1,0,0.0000,0.0000,14,1,54,402,291,43,2591,1,2,1.0000,0.9630,0,1,1.0000,1
736,1251,1258,157,2,2,3,1,1,0,75,Type3,5,9,0,18,0,0.1280,34,0,-0.4063,0.0000,3,11,11,123,112,1313,877,1,1,1.0000,1.0000,0,0,0.8720,1
736,1251,1259,157,2,2,3,1,1,0,75,Type3,5,9,0,18,0,0.1280,34,0,-0.4063,0.0000,3,11,9,123,112,1313,787,1,1,1.0000,1.0000,0,0,0.8720,1
736,1251,1260,157,4,0,3,1,1,0,75,Type3,5,5,0,18,0,0.6533,0,19,0.4181,1.0000,0,11,18,123,107,1313,2111,1,1,1.0000,1.0000,0,0,0.3467,0
736,1258,1260,157,2,2,5,1,1,0,77,Type3,9,5,0,18,0,0.0952,34,0,-0.1884,0.0000,5,11,18,112,107,877,2111,1,1,1.0000,1.0000,0,0,0.9048,1
736,1259,1260,157,2,2,5,1,1,0,77,Type3,9,5,0,18,0,0.0952,34,0,-0.1884,0.0000,5,9,18,112,107,787,2111,1,1,1.0000,1.0000,0,0,0.9048,1
738,65,1135,45,0,0,5,0,1,1,100,Type3,11,11,1,21,0,0.0000,-1,0,0.0000,0.0000,8,3,9,998,421,316,666,1,3,1.0000,0.7778,0,0,1.0000,1
