pairId,cloneType,granularity,classId,clone1_gcid,clone2_gcid,clone1_addedRev,clone2_addedRev,clone1_deletedRev,clone2_deletedRev,clone1_lifespan,clone2_lifespan,co_change,gcid1_independent_change,gcid2_independent_change,similarity,filepath1,filepath2,file_distance,gcid1_authors,gcid2_authors
96,Type3,Block,2,4,320,2,227,Still Active,Still Active,814,589,1,1,1,70,asp.c,cobol.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
97,Type3,Block,2,4,321,2,242,Still Active,Still Active,814,574,1,1,3,70,asp.c,sml.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
98,Type3,Block,2,4,330,2,243,Still Active,Still Active,814,573,1,1,4,70,asp.c,c.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
99,Type3,Block,2,4,340,2,264,Still Active,Still Active,814,552,1,1,0,70,asp.c,erlang.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
100,Type3,Block,2,4,364,2,286,Still Active,461,814,175,1,0,0,70,asp.c,jscript.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth
101,Type3,Block,2,4,365,2,286,Still Active,Still Active,814,530,1,1,0,70,asp.c,html.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
102,Type3,Block,2,4,408,2,459,Still Active,Still Active,814,357,0,1,1,70,asp.c,basic.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dhiebert; elias; dfishburn; elliotth; jafl; perlguy0; vberthoux
103,Type3,Block,2,4,409,2,459,Still Active,579,814,120,0,0,1,70,asp.c,basic.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
104,Type3,Block,2,4,410,2,459,Still Active,579,814,120,0,0,1,70,asp.c,basic.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
105,Type3,Block,2,4,413,2,461,Still Active,Still Active,814,355,0,1,12,70,asp.c,jscript.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
106,Type3,Block,2,4,414,2,461,Still Active,Still Active,814,355,0,1,5,70,asp.c,jscript.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
107,Type3,Block,2,4,501,2,487,Still Active,Still Active,814,329,0,1,2,70,asp.c,php.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,jafl; elliotth; perlguy0; dhiebert; elias; dfishburn; vberthoux
108,Type3,Block,2,4,511,2,591,Still Active,707,814,116,0,0,0,70,asp.c,regex.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
109,Type3,Block,2,4,512,2,591,Still Active,707,814,116,0,0,0,70,asp.c,regex.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
110,Type3,Block,2,4,539,2,654,Still Active,Still Active,814,162,0,1,1,70,asp.c,vhdl.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
111,Type3,Block,2,4,540,2,654,Still Active,Still Active,814,162,0,1,2,70,asp.c,vhdl.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
112,Type3,Block,2,4,575,2,682,Still Active,Still Active,814,134,0,1,1,70,asp.c,flex.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
113,Type3,Block,2,4,576,2,682,Still Active,Still Active,814,134,0,1,0,70,asp.c,flex.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
114,Type3,Block,2,4,665,2,693,Still Active,Still Active,814,123,0,1,2,70,asp.c,tex.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
115,Type3,Block,2,4,666,2,693,Still Active,Still Active,814,123,0,1,0,70,asp.c,ant.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
116,Type3,Block,2,4,667,2,693,Still Active,Still Active,814,123,0,1,0,70,asp.c,dosbatch.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
117,Type3,Block,2,4,668,2,693,Still Active,Still Active,814,123,0,1,0,70,asp.c,matlab.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
118,Type3,Block,2,4,669,2,693,Still Active,Still Active,814,123,0,1,2,70,asp.c,tex.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
119,Type3,Block,2,4,745,2,717,Still Active,Still Active,814,99,0,0,0,70,asp.c,ocaml.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,dhiebert; jafl; dfishburn; elias; elliotth; vberthoux; perlguy0
120,Type3,Block,2,4,783,2,771,Still Active,Still Active,814,45,0,0,0,70,asp.c,objc.c,1,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux,vberthoux; elias; dhiebert; dfishburn; perlguy0
121,Type3,Block,2,5,6,2,2,Still Active,119,814,117,0,0,0,70,beta.c,asm.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
122,Type3,Block,2,5,7,2,2,Still Active,Still Active,814,814,1,0,4,70,beta.c,perl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; perlguy0; elias; elliotth; dfishburn; jafl; dhiebert; vberthoux
123,Type3,Block,2,5,8,2,2,Still Active,Still Active,814,814,1,0,3,70,beta.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
124,Type3,Block,2,5,9,2,2,Still Active,Still Active,814,814,1,0,5,70,beta.c,eiffel.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; dhiebert; elliotth; elias; dfishburn; jafl; perlguy0; vberthoux
125,Type3,Block,2,5,10,2,2,Still Active,Still Active,814,814,1,0,0,70,beta.c,awk.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
126,Type3,Block,2,5,11,2,2,Still Active,227,814,225,0,0,0,70,beta.c,cobol.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
127,Type3,Block,2,5,12,2,2,Still Active,Still Active,814,814,1,0,5,70,beta.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
128,Type3,Block,2,5,13,2,2,Still Active,Still Active,814,814,1,0,6,70,beta.c,python.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
129,Type3,Block,2,5,14,2,2,Still Active,Still Active,814,814,1,0,1,70,beta.c,pascal.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
130,Type3,Block,2,5,15,2,2,Still Active,Still Active,814,814,1,0,6,70,beta.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
131,Type3,Block,2,5,16,2,2,Still Active,Still Active,814,814,1,0,0,70,beta.c,scheme.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
132,Type3,Block,2,5,17,2,2,Still Active,Still Active,814,814,1,0,0,70,beta.c,sh.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
133,Type3,Block,2,5,18,2,2,Still Active,Still Active,814,814,1,0,0,70,beta.c,tcl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
134,Type3,Block,2,5,19,2,2,Still Active,Still Active,814,814,1,0,2,70,beta.c,ruby.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
135,Type3,Block,2,5,20,2,2,Still Active,Still Active,814,814,1,0,1,70,beta.c,vim.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; dfishburn; elias; elliotth; jafl; perlguy0; dhiebert; vberthoux
136,Type3,Block,2,5,21,2,2,Still Active,Still Active,814,814,1,0,4,70,beta.c,fortran.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
137,Type3,Block,2,5,22,2,2,Still Active,487,814,485,1,0,0,70,beta.c,php.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn
138,Type3,Block,2,5,23,2,2,Still Active,Still Active,814,814,1,0,0,70,beta.c,yacc.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
139,Type3,Block,2,5,24,2,2,Still Active,Still Active,814,814,1,0,1,70,beta.c,slang.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
140,Type3,Block,2,5,25,2,2,Still Active,Still Active,814,814,1,0,2,70,beta.c,make.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux
141,Type3,Block,2,5,26,2,2,Still Active,Still Active,814,814,1,0,0,70,beta.c,rexx.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
142,Type3,Block,2,5,27,2,2,Still Active,Still Active,814,814,1,0,0,70,beta.c,keyword.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
143,Type3,Block,2,5,28,2,2,Still Active,Still Active,814,814,1,0,11,70,beta.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
144,Type3,Block,2,5,29,2,2,Still Active,Still Active,814,814,1,0,2,70,beta.c,options.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
145,Type3,Block,2,5,30,2,2,Still Active,Still Active,814,814,1,0,2,70,beta.c,options.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
146,Type3,Block,2,5,31,2,2,Still Active,Still Active,814,814,1,0,11,70,beta.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
147,Type3,Block,2,5,32,2,2,Still Active,312,814,310,0,0,3,70,beta.c,options.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
148,Type3,Block,2,5,243,2,43,Still Active,Still Active,814,773,1,0,0,70,beta.c,lua.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
149,Type3,Block,2,5,270,2,119,Still Active,147,814,28,0,0,1,70,beta.c,asm.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren
150,Type3,Block,2,5,274,2,147,Still Active,Still Active,814,669,1,0,1,70,beta.c,asm.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
151,Type3,Block,2,5,283,2,173,Still Active,Still Active,814,643,1,0,1,70,beta.c,verilog.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
152,Type3,Block,2,5,296,2,215,Still Active,Still Active,814,601,1,0,7,70,beta.c,sql.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; dfishburn; elliotth; elias; jafl; perlguy0; dhiebert; vberthoux
153,Type3,Block,2,5,315,2,218,Still Active,Still Active,814,598,1,0,3,70,beta.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
154,Type3,Block,2,5,320,2,227,Still Active,Still Active,814,589,1,0,1,70,beta.c,cobol.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
155,Type3,Block,2,5,321,2,242,Still Active,Still Active,814,574,1,0,3,70,beta.c,sml.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
156,Type3,Block,2,5,330,2,243,Still Active,Still Active,814,573,1,0,4,70,beta.c,c.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
157,Type3,Block,2,5,340,2,264,Still Active,Still Active,814,552,1,0,0,70,beta.c,erlang.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
158,Type3,Block,2,5,364,2,286,Still Active,461,814,175,1,0,0,70,beta.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth
159,Type3,Block,2,5,365,2,286,Still Active,Still Active,814,530,1,0,0,70,beta.c,html.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
160,Type3,Block,2,5,408,2,459,Still Active,Still Active,814,357,0,0,1,70,beta.c,basic.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; elias; dfishburn; elliotth; jafl; perlguy0; vberthoux
161,Type3,Block,2,5,409,2,459,Still Active,579,814,120,0,0,1,70,beta.c,basic.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
162,Type3,Block,2,5,410,2,459,Still Active,579,814,120,0,0,1,70,beta.c,basic.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elias; dfishburn; elliotth; jafl; perlguy0; dhiebert
163,Type3,Block,2,5,413,2,461,Still Active,Still Active,814,355,0,0,12,70,beta.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
164,Type3,Block,2,5,414,2,461,Still Active,Still Active,814,355,0,0,5,70,beta.c,jscript.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; jafl; perlguy0; dhiebert; elias; vberthoux
165,Type3,Block,2,5,501,2,487,Still Active,Still Active,814,329,0,0,2,70,beta.c,php.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,jafl; elliotth; perlguy0; dhiebert; elias; dfishburn; vberthoux
166,Type3,Block,2,5,511,2,591,Still Active,707,814,116,0,0,0,70,beta.c,regex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
167,Type3,Block,2,5,512,2,591,Still Active,707,814,116,0,0,0,70,beta.c,regex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; perlguy0; elliotth; jafl; elias; dfishburn
168,Type3,Block,2,5,539,2,654,Still Active,Still Active,814,162,0,0,1,70,beta.c,vhdl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
169,Type3,Block,2,5,540,2,654,Still Active,Still Active,814,162,0,0,2,70,beta.c,vhdl.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,elliotth; dfishburn; elias; dhiebert; jafl; vberthoux; perlguy0
170,Type3,Block,2,5,575,2,682,Still Active,Still Active,814,134,0,0,1,70,beta.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
171,Type3,Block,2,5,576,2,682,Still Active,Still Active,814,134,0,0,0,70,beta.c,flex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elliotth; elias; dhiebert; jafl; vberthoux; perlguy0
172,Type3,Block,2,5,665,2,693,Still Active,Still Active,814,123,0,0,2,70,beta.c,tex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
173,Type3,Block,2,5,666,2,693,Still Active,Still Active,814,123,0,0,0,70,beta.c,ant.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
174,Type3,Block,2,5,667,2,693,Still Active,Still Active,814,123,0,0,0,70,beta.c,dosbatch.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
175,Type3,Block,2,5,668,2,693,Still Active,Still Active,814,123,0,0,0,70,beta.c,matlab.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
176,Type3,Block,2,5,669,2,693,Still Active,Still Active,814,123,0,0,2,70,beta.c,tex.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dfishburn; elias; dhiebert; jafl; elliotth; vberthoux; perlguy0
177,Type3,Block,2,5,745,2,717,Still Active,Still Active,814,99,0,0,0,70,beta.c,ocaml.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,dhiebert; jafl; dfishburn; elias; elliotth; vberthoux; perlguy0
178,Type3,Block,2,5,783,2,771,Still Active,Still Active,814,45,0,0,0,70,beta.c,objc.c,1,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux,vberthoux; elias; dhiebert; dfishburn; perlguy0
179,Type3,Block,2,6,7,2,2,119,Still Active,117,814,0,0,0,70,asm.c,perl.c,1,darren,darren; perlguy0; elias; elliotth; dfishburn; jafl; dhiebert; vberthoux
180,Type3,Block,2,6,8,2,2,119,Still Active,117,814,0,0,0,70,asm.c,c.c,1,darren,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
181,Type3,Block,2,6,9,2,2,119,Still Active,117,814,0,0,2,70,asm.c,eiffel.c,1,darren,darren; dhiebert; elliotth; elias; dfishburn; jafl; perlguy0; vberthoux
182,Type3,Block,2,6,10,2,2,119,Still Active,117,814,0,0,0,70,asm.c,awk.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
183,Type3,Block,2,6,11,2,2,119,227,117,225,0,0,0,70,asm.c,cobol.c,1,darren,darren
184,Type3,Block,2,6,12,2,2,119,Still Active,117,814,0,0,0,70,asm.c,c.c,1,darren,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
185,Type3,Block,2,6,13,2,2,119,Still Active,117,814,0,0,0,70,asm.c,python.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
186,Type3,Block,2,6,14,2,2,119,Still Active,117,814,0,0,0,70,asm.c,pascal.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
187,Type3,Block,2,6,15,2,2,119,Still Active,117,814,0,0,0,70,asm.c,c.c,1,darren,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
188,Type3,Block,2,6,16,2,2,119,Still Active,117,814,0,0,0,70,asm.c,scheme.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
189,Type3,Block,2,6,17,2,2,119,Still Active,117,814,0,0,0,70,asm.c,sh.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
190,Type3,Block,2,6,18,2,2,119,Still Active,117,814,0,0,0,70,asm.c,tcl.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
191,Type3,Block,2,6,19,2,2,119,Still Active,117,814,0,0,0,70,asm.c,ruby.c,1,darren,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
192,Type3,Block,2,6,20,2,2,119,Still Active,117,814,0,0,0,70,asm.c,vim.c,1,darren,darren; dfishburn; elias; elliotth; jafl; perlguy0; dhiebert; vberthoux
193,Type3,Block,2,6,21,2,2,119,Still Active,117,814,0,0,0,70,asm.c,fortran.c,1,darren,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
194,Type3,Block,2,6,22,2,2,119,487,117,485,0,0,0,70,asm.c,php.c,1,darren,darren; elias; elliotth; dfishburn
195,Type3,Block,2,6,23,2,2,119,Still Active,117,814,0,0,0,70,asm.c,yacc.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
196,Type3,Block,2,6,24,2,2,119,Still Active,117,814,0,0,0,70,asm.c,slang.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
197,Type3,Block,2,6,25,2,2,119,Still Active,117,814,0,0,0,70,asm.c,make.c,1,darren,darren; dhiebert; elias; elliotth; dfishburn; jafl; perlguy0; vberthoux
198,Type3,Block,2,6,26,2,2,119,Still Active,117,814,0,0,0,70,asm.c,rexx.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
199,Type3,Block,2,6,27,2,2,119,Still Active,117,814,0,0,0,70,asm.c,keyword.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
200,Type3,Block,2,6,28,2,2,119,Still Active,117,814,0,0,0,70,asm.c,c.c,1,darren,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
201,Type3,Block,2,6,29,2,2,119,Still Active,117,814,0,0,0,70,asm.c,options.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
202,Type3,Block,2,6,30,2,2,119,Still Active,117,814,0,0,0,70,asm.c,options.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
203,Type3,Block,2,6,31,2,2,119,Still Active,117,814,0,0,0,70,asm.c,c.c,1,darren,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
204,Type3,Block,2,6,32,2,2,119,312,117,310,0,0,0,70,asm.c,options.c,1,darren,darren
205,Type3,Block,2,6,243,2,43,119,Still Active,117,773,0,0,0,70,asm.c,lua.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
206,Type3,Block,2,6,270,2,119,119,147,117,28,0,0,1,70,asm.c,asm.c,0,darren,darren
207,Type3,Block,2,6,274,2,147,119,Still Active,117,669,0,0,0,70,asm.c,asm.c,0,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
208,Type3,Block,2,6,283,2,173,119,Still Active,117,643,0,0,0,70,asm.c,verilog.c,1,darren,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
209,Type3,Block,2,6,296,2,215,119,Still Active,117,601,0,0,0,70,asm.c,sql.c,1,darren,darren; dfishburn; elliotth; elias; jafl; perlguy0; dhiebert; vberthoux
210,Type3,Block,2,6,315,2,218,119,Still Active,117,598,0,0,0,70,asm.c,c.c,1,darren,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
211,Type3,Block,2,6,320,2,227,119,Still Active,117,589,0,0,0,70,asm.c,cobol.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
212,Type3,Block,2,6,321,2,242,119,Still Active,117,574,0,0,0,70,asm.c,sml.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
213,Type3,Block,2,6,330,2,243,119,Still Active,117,573,0,0,0,70,asm.c,c.c,1,darren,darren; elliotth; elias; dfishburn; jafl; perlguy0; dhiebert; vberthoux
214,Type3,Block,2,6,340,2,264,119,Still Active,117,552,0,0,0,70,asm.c,erlang.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
215,Type3,Block,2,6,364,2,286,119,461,117,175,0,0,0,70,asm.c,jscript.c,1,darren,darren; elias; elliotth
216,Type3,Block,2,6,365,2,286,119,Still Active,117,530,0,0,0,70,asm.c,html.c,1,darren,darren; elias; elliotth; dfishburn; jafl; perlguy0; dhiebert; vberthoux
